"","Kingdom","Supergroup","Division","Class","Order","Family","Genus","Species"
"ASVf825","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASVf827","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASVf828","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X",NA,NA,NA
"ASVf830","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASVf832","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASVf833","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Mesochytrium","Mesochytrium_penetrans"
"ASVf834","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Vorticella","Vorticella_campanula"
"ASVf835","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Naegeliella","Naegeliella_flagellifera"
"ASVf836","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonas","Cryptomonas_ovata"
"ASVf837","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASVf838","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonas","Cryptomonas_curvata"
"ASVf839","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"ASVf840","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida",NA,NA,NA
"ASVf843","Eukaryota","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Ciliophora_XXX","Mesodinium","Mesodinium_sp."
"ASVf844","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_2","Scuticociliatia_2_X","Cyclidium_3","Cyclidium_glaucoma"
"ASVf845","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Peronosporales_X","Peronosporales_X_sp."
"ASVf846","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida",NA,NA,NA
"ASVf847","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Rozella","Rozella_allomycis"
"ASVf848","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_X","Thoracosphaeraceae_X_sp."
"ASVf849","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf850","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASVf851","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Synurales_XX","Synurales_XX_sp."
"ASVf853","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Desmodesmus","Desmodesmus_communis"
"ASVf854","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASVf855","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf856","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-G","Chrysophyceae_Clade-G_X","Chrysophyceae_Clade-G_X_sp."
"ASVf857","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X",NA,NA,NA
"ASVf860","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASVf861","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASVf863","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ASVf864","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASVf865","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae",NA,NA
"ASVf866","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf867","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_sordida"
"ASVf868","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Pseudomuriella","Pseudomuriella_sp."
"ASVf872","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf873","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf874","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X",NA,NA
"ASVf877","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Mesochytrium","Mesochytrium_penetrans"
"ASVf878","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf879","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASVf880","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_X","Parmales_XX","Parmales_XX_sp."
"ASVf881","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Sessilida_X","Sessilida_X_sp."
"ASVf882","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf883","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Halteriidae","Halteria","Halteria_grandinella"
"ASVf884","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASVf885","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Urotrichidae","Urotricha","Urotricha_sp."
"ASVf887","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","sm27-lineage","sm27-lineage_X","sm27-lineage_X_sp."
"ASVf888","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Cryptomonas","Cryptomonas_curvata"
"ASVf889","Eukaryota","Stramenopiles","Ochrophyta",NA,NA,NA,NA,NA
"ASVf891","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Tovellia","Tovellia_aveirensis"
"ASVf894","Eukaryota","Archaeplastida","Streptophyta","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Mougeotia","Mougeotia_sp."
"ASVf895","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Cyrtolophosis","Cyrtolophosis_sp."
"ASVf897","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Brachionus",NA
"ASVf898","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Chaetopeltis","Chaetopeltis_orbicularis"
"ASVf899","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-4","Apusomonadidae_Group-4_X","Apusomonadidae_Group-4_XX","Diphylleia","Diphylleia_rotans"
"ASVf900","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"ASVf901","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysosphaerella",NA
"ASVf903","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-4","Apusomonadidae_Group-4_X","Apusomonadidae_Group-4_XX","Diphylleia","Diphylleia_rotans"
"ASVf908","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Sessilida_X","Sessilida_X_sp."
"ASVf909","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysophyceae_Clade-B2_X","Chrysophyceae_Clade-B2_X_sp."
"ASVf911","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystis","Oocystis_nephrocytioides"
"ASVf912","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Botryococcus","Botryococcus_braunii"
"ASVf913","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ASVf915","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASVf916","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetophorales","Chaetophorales_X","Aphanochaete","Aphanochaete_sp."
"ASVf917","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Tovellia","Tovellia_aveirensis"
"ASVf920","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf921","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Halteriidae","Halteriidae_X","Halteriidae_X_sp."
"ASVf923","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASVf924","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASVf925","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf926","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASVf927","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp."
"ASVf928","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASVf929","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASVf930","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","Peregrinia_sp."
"ASVf931","Eukaryota","Apusozoa","Hilomonadea","Planomonadida","Planomonadidae","Planomonadidae_X","Micronuclearia","Micronuclearia_podoventralis"
"ASVf933","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASVf934","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASVf935","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Chaetopeltis","Chaetopeltis_orbicularis"
"ASVf938","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae","Limnofila","Limnofila_longa"
"ASVf939","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASVf941","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ASVf942","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Gomphonema","Gomphonema_parvulum"
"ASVf943","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ASVf944","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASVf946","Eukaryota","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Gastrotricha_XXX","Gastrotricha_XXX_sp."
"ASVf947","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","sm27-lineage","sm27-lineage_X","sm27-lineage_X_sp."
"ASVf948","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASVf949","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf950","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASVf951","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASVf953","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Lemmermannia","Lemmermannia_komarekii"
"ASVf954","Eukaryota","Rhizaria","Cercozoa",NA,NA,NA,NA,NA
"ASVf955","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysophyceae_Clade-B2_X","Chrysophyceae_Clade-B2_X_sp."
"ASVf956","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf957","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Agitatidae","Agitatidae_X","Agitatidae_X_sp."
"ASVf958","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Amphifilidae","Amphifilidae_sp."
"ASVf959","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Vorticella",NA
"ASVf960","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp."
"ASVf961","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystis","Oocystis_nephrocytioides"
"ASVf962","Eukaryota","Apusozoa","Hilomonadea","Planomonadida","Planomonadidae","Planomonadidae_X","Micronuclearia","Micronuclearia_podoventralis"
"ASVf964","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X","Synurales_XX","Synurales_XX_sp."
"ASVf965","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Pseudopediastrum","Pseudopediastrum_boryanum"
"ASVf966","Eukaryota","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ASVf969","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-E","Chrysophyceae_Clade-E_X","Chrysophyceae_Clade-E_X_sp."
"ASVf970","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASVf971","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf972","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ASVf973","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhyzophidiales_X","Rhyzophidiales_X_sp."
"ASVf976","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X",NA,NA,NA
"ASVf977","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_1","Trichodinidae","Trichodina_1","Trichodina_1_sp."
"ASVf980","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Franceia","Franceia_amphitricha"
"ASVf982","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Spumella","Spumella_sp."
"ASVf983","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonadea_ALPH2","Alphamonadea_ALPH2_sp."
"ASVf984","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X",NA,NA,NA
"ASVf985","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp."
"ASVf986","Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Eumonhystera","Eumonhystera_sp."
"ASVf988","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASVf989","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Botryococcus","Botryococcus_braunii"
"ASVf990","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae",NA,NA
"ASVf992","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASVf994","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida",NA,NA,NA
"ASVf995","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Pseudopediastrum","Pseudopediastrum_boryanum"
"ASVf996","Eukaryota","Opisthokonta","Mesomycetozoa","Ichthyosporea","Rhynosporida","Rhynosporidae","Rhynosporidae_X","Rhynosporidae_X_sp."
"ASVf997","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Gomphonema","Gomphonema_parvulum"
"ASVf998","Eukaryota","Amoebozoa","Amoebozoa_X","Amoebozoa_XX","UI13E03-lineage","UI13E03-lineage_X","UI13E03-lineage_XX","UI13E03-lineage_XX_sp."
"ASVf999","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Malacostraca","Carcinus","Carcinus_maenas"
"ASVf1001","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASVf1002","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASVf1003","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ASVf1008","Eukaryota","Opisthokonta","Mesomycetozoa","Ichthyosporea","Rhynosporida","Rhynosporidae","Rhynosporidae_X","Rhynosporidae_X_sp."
"ASVf1009","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_X_Group_P","Choanoflagellatea_X_Group_P_X","Choanoflagellatea_X_Group_P_X_sp."
"ASVf1010","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_A","Monosiga","Monosiga_ovata"
"ASVf1011","Eukaryota","Hacrobia","Haptophyta","Haptophyta_Clade_HAP1","Haptophyta_Clade_HAP1_X","Haptophyta_Clade_HAP1_XX","Haptophyta_Clade_HAP1_XXX","Haptophyta_Clade_HAP1_XXX_sp."
"ASVf1012","Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Monhystera",NA
"ASVf1013","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASVf1014","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf1015","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chromulinospumella","Chromulinospumella_sphaerica"
"ASVf1016","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas",NA
"ASVf1017","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Saprolegniales","Saprolegnia","Saprolegnia_parasitica"
"ASVf1018","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASVf1019","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASVf1022","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASVf1023","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida",NA,NA,NA
"ASVf1025","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASVf1026","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-D","Chrysophyceae_Clade-D_X","Chrysophyceae_Clade-D_X_sp."
"ASVf1027","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-H","Chrysophyceae_Clade-H_X","Chrysophyceae_Clade-H_X_sp."
"ASVf1028","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G",NA,NA
"ASVf1029","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X",NA,NA,NA
"ASVf1030","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_nanana"
"ASVf1032","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Schizochlamys","Schizochlamys_gelatinosa"
"ASVf1034","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Franceia","Franceia_amphitricha"
"ASVf1035","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_X","Thoracosphaeraceae_X_sp."
"ASVf1036","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonadea_ALPH2","Alphamonadea_ALPH2_sp."
"ASVf1037","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Tovellia","Tovellia_aveirensis"
"ASVf1038","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASVf1039","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_lingua"
"ASVf1040","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASVf1042","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Chrysophyceae_Clade-F_X","Chrysophyceae_Clade-F_X_sp."
"ASVf1043","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"ASVf1046","Eukaryota","Hacrobia","Haptophyta","Haptophyta_Clade_HAP1","Haptophyta_Clade_HAP1_X","Haptophyta_Clade_HAP1_XX","Haptophyta_Clade_HAP1_XXX","Haptophyta_Clade_HAP1_XXX_sp."
"ASVf1047","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Botryococcus","Botryococcus_braunii"
"ASVf1048","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Monas","Monas_sp."
"ASVf1049","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASVf1050","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales",NA,NA,NA
"ASVf1051","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysophyceae_Clade-B2_X","Chrysophyceae_Clade-B2_X_sp."
"ASVf1052","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Chrysophyceae_Clade-B2_X","Chrysophyceae_Clade-B2_X_sp."
"ASVf1053","Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ASVf1056","Eukaryota","Amoebozoa","Lobosa","Discosea-Flabellinia","Vannellida","Vannellidae","Ripella","Ripella_sp."
"ASVf1057","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Hypotrichia_X","Hypotrichia_XX","Hypotrichia_XX_sp."
"ASVf1058","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystella","Oocystella_oogama"
"ASVf1059","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Coelastrum",NA
"ASVf1060","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Pseudocyrtolophosis","Pseudocyrtolophosis_sp."
"ASVf1061","Eukaryota","Archaeplastida","Streptophyta","Coleochaetophyceae","Coleochaetophyceae_X","Coleochaetophyceae_XX","Coleochaete",NA
"ASVf1062","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASVf1064","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ASVf1065","Eukaryota","Stramenopiles","Ochrophyta","Synurophyceae","Synurales","Synurales_X",NA,NA
"ASVf1067","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_4","Didiniidae","Didiniidae_X","Didiniidae_X_sp."
"ASVf1068","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Asterarcys","Asterarcys_quadricellulare"
"ASVf1070","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_sordida"
"ASVf1072","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
