Sample.date,sampling.week,sampling.week.end,treatment,Heated,Invasion,Mesocosm,rep,A_TotalAlgae,A_Green,A_Cyanobacteria,A_Chromophytes,A_Cryptophytes
15/09/20,17,18,NEG,NEG,NEG,1,4,14.29,10.74,0,3.55,0
15/09/20,17,18,NEG,NEG,NEG,18,5,1.68,0.69,0,0.99,0
15/09/20,17,18,NEG,NEG,NEG,22,6,4.01,1.91,0,2.09,0
22/09/20,18,19,NEG,NEG,NEG,1,1,20.14,13.82,0,6.32,0
22/09/20,18,19,NEG,NEG,NEG,18,2,5.59,1.76,0,3.83,0
22/09/20,18,19,NEG,NEG,NEG,22,3,10.06,4.11,0,5.96,0
29/09/20,19,20,NEG,NEG,NEG,1,4,25.91,17.78,0,8.13,0
29/09/20,19,20,NEG,NEG,NEG,18,5,7.64,1.91,0,5.74,0
29/09/20,19,20,NEG,NEG,NEG,22,6,8.02,3.15,0,4.87,0
6/10/20,20,21,NEG,NEG,NEG,1,1,8.81,5.77,0.09,2.95,0
6/10/20,20,21,NEG,NEG,NEG,18,2,1.94,0,0.16,1.79,0
6/10/20,20,21,NEG,NEG,NEG,22,3,3.22,0.82,0.1,2.3,0
13/10/20,21,22,NEG,NEG,NEG,1,4,6.13,4.75,0.17,1.22,0
13/10/20,21,22,NEG,NEG,NEG,18,5,1.7,0.44,0.12,1.14,0
13/10/20,21,22,NEG,NEG,NEG,22,6,1.79,0.87,0.02,0.9,0
20/10/20,22,23,NEG,NEG,NEG,1,1,3.62,2.66,0.03,0.93,0
20/10/20,22,23,NEG,NEG,NEG,18,2,2.8,0.86,0,1.94,0
20/10/20,22,23,NEG,NEG,NEG,22,3,1.4,0.84,0,0.56,0
27/10/20,23,24,NEG,NEG,NEG,1,4,2.71,1.08,0.3,1.33,0
27/10/20,23,24,NEG,NEG,NEG,18,5,2.6,0.62,0.09,1.89,0
27/10/20,23,24,NEG,NEG,NEG,22,6,1.88,1.12,0.04,0.73,0
3/11/20,24,25,NEG,NEG,NEG,1,1,4.9,1.9,0,2.99,0
3/11/20,24,25,NEG,NEG,NEG,18,2,1.51,0.33,0.17,1.01,0
3/11/20,24,25,NEG,NEG,NEG,22,3,2.26,1.42,0.12,0.71,0
10/11/20,25,26,NEG,NEG,NEG,1,4,3.85,0.14,0.09,3.63,0
10/11/20,25,26,NEG,NEG,NEG,18,5,1.74,0.06,0.25,1.44,0
10/11/20,25,26,NEG,NEG,NEG,22,6,2.8,2.28,0.1,0.42,0
17/11/20,26,27,NEG,NEG,NEG,1,1,3.4,0.12,0.13,3.15,0
17/11/20,26,27,NEG,NEG,NEG,18,2,1.01,0.18,0.22,0.61,0
17/11/20,26,27,NEG,NEG,NEG,22,3,3.72,3.32,0.08,0.33,0
24/11/20,27,28,NEG,NEG,NEG,1,4,0.81,0.05,0.28,0.49,0
24/11/20,27,28,NEG,NEG,NEG,18,5,0.7,0.31,0.16,0.24,0
24/11/20,27,28,NEG,NEG,NEG,22,6,4.13,3.91,0.03,0.19,0
1/12/20,28,29,NEG,NEG,NEG,1,1,0.26,0,0.21,0.05,0
1/12/20,28,29,NEG,NEG,NEG,18,2,0.54,0.3,0.08,0.15,0
1/12/20,28,29,NEG,NEG,NEG,22,3,3.05,3,0.01,0.03,0
8/12/20,29,30,NEG,NEG,NEG,1,4,0.19,0,0.17,0.02,0
8/12/20,29,30,NEG,NEG,NEG,18,5,0.44,0.13,0.09,0.22,0
8/12/20,29,30,NEG,NEG,NEG,22,6,1.84,1.59,0.15,0.1,0
15/12/20,30,31,NEG,NEG,NEG,1,1,0.21,0,0.17,0.03,0
15/12/20,30,31,NEG,NEG,NEG,18,2,0.22,0.01,0.11,0.11,0
15/12/20,30,31,NEG,NEG,NEG,22,3,0.78,0.64,0.05,0.09,0
22/12/20,31,32,NEG,NEG,NEG,1,4,0.29,0,0.17,0.11,0
22/12/20,31,32,NEG,NEG,NEG,18,5,0.27,0,0.14,0.13,0
22/12/20,31,32,NEG,NEG,NEG,22,6,0.88,0.67,0.05,0.16,0
29/12/20,32,33,NEG,NEG,NEG,1,1,0.23,0,0.17,0.06,0
29/12/20,32,33,NEG,NEG,NEG,18,2,0.22,0.02,0.09,0.12,0
29/12/20,32,33,NEG,NEG,NEG,22,3,0.66,0.53,0.04,0.09,0
5/01/21,33,34,NEG,NEG,NEG,1,4,0.45,0,0.22,0.23,0
5/01/21,33,34,NEG,NEG,NEG,18,5,0.22,0.05,0.14,0.04,0
5/01/21,33,34,NEG,NEG,NEG,22,6,0.37,0.24,0.1,0.03,0
12/01/21,34,35,NEG,NEG,NEG,1,1,0.18,0.06,0.1,0.02,0
12/01/21,34,35,NEG,NEG,NEG,18,2,0.13,0,0.11,0.03,0
12/01/21,34,35,NEG,NEG,NEG,22,3,0.19,0.12,0.04,0.01,0.013333333
26/01/21,36,37,NEG,NEG,NEG,1,4,0.35,0.06,0.06,0.23,0
26/01/21,36,37,NEG,NEG,NEG,18,5,0.5,0.14,0.05,0.31,0
26/01/21,36,37,NEG,NEG,NEG,22,6,0.22,0.13,0.03,0.05,0
23/02/21,40,41,NEG,NEG,NEG,1,1,0.8,0.2,0.08,0.52,0
23/02/21,40,41,NEG,NEG,NEG,18,2,0.81,0.38,0.02,0.41,0
23/02/21,40,41,NEG,NEG,NEG,22,3,0.99,0.59,0,0.4,0
2/03/21,41,42,NEG,NEG,NEG,1,4,2.74,0.64,0.25,1.84,0
2/03/21,41,42,NEG,NEG,NEG,18,5,2.1,0.96,0,1.15,0
2/03/21,41,42,NEG,NEG,NEG,22,6,1.33,0.64,0,0.69,0
10/03/21,42,43,NEG,NEG,NEG,1,1,1.01,0.38,0.07,0.56,0
10/03/21,42,43,NEG,NEG,NEG,18,2,1.77,0.9,0,0.88,0
10/03/21,42,43,NEG,NEG,NEG,22,3,0.39,0.25,0.01,0.13,0
16/03/21,43,44,NEG,NEG,NEG,1,4,1.96,0.58,0.07,1.31,0
16/03/21,43,44,NEG,NEG,NEG,18,5,2.89,1.38,0,1.51,0
16/03/21,43,44,NEG,NEG,NEG,22,6,0.15,0.15,0,0,0
23/03/21,44,45,NEG,NEG,NEG,1,1,1.48,0.58,0.01,0.89,0
23/03/21,44,45,NEG,NEG,NEG,18,2,3.94,1.98,0,1.96,0
23/03/21,44,45,NEG,NEG,NEG,22,3,0.35,0.31,0.02,0.02,0
30/03/21,45,46,NEG,NEG,NEG,1,4,2.55,1.04,0.02,1.5,0
30/03/21,45,46,NEG,NEG,NEG,18,5,4.45,2.72,0,1.73,0
30/03/21,45,46,NEG,NEG,NEG,22,6,1.31,1.18,0.01,0.12,0
6/04/21,46,47,NEG,NEG,NEG,1,1,1.09,0.66,0.02,0.41,0
6/04/21,46,47,NEG,NEG,NEG,18,2,3.08,2.43,0,0.66,0
6/04/21,46,47,NEG,NEG,NEG,22,3,2.36,2.21,0.01,0.15,0
13/04/21,47,48,NEG,NEG,NEG,1,4,1.49,0.9,0.01,0.58,0
13/04/21,47,48,NEG,NEG,NEG,18,5,2.46,1.95,0,0.51,0
13/04/21,47,48,NEG,NEG,NEG,22,6,1.86,1.65,0,0.21,0
20/04/21,48,49,NEG,NEG,NEG,1,1,2.34,1.34,0,1.01,0
20/04/21,48,49,NEG,NEG,NEG,18,2,2.36,2.06,0,0.3,0
20/04/21,48,49,NEG,NEG,NEG,22,3,2.88,2.74,0,0.15,0
27/04/21,49,50,NEG,NEG,NEG,1,4,4.41,2.35,0,2.06,0
27/04/21,49,50,NEG,NEG,NEG,18,5,2.57,2.26,0,0.31,0
27/04/21,49,50,NEG,NEG,NEG,22,6,3.65,3.4,0,0.25,0
4/05/21,50,51,NEG,NEG,NEG,1,1,6.39,3.13,0,3.26,0
4/05/21,50,51,NEG,NEG,NEG,18,2,3.52,3.04,0,0.47,0
4/05/21,50,51,NEG,NEG,NEG,22,3,8.34,7.82,0,0.52,0
11/05/21,51,52,NEG,NEG,NEG,1,4,3.42,2.02,0,1.4,0
11/05/21,51,52,NEG,NEG,NEG,18,5,4.96,4.26,0,0.71,0
11/05/21,51,52,NEG,NEG,NEG,22,6,55.43,53.17,0,2.25,0
18/05/21,52,53,NEG,NEG,NEG,1,1,4.46,2.14,0,2.32,0
18/05/21,52,53,NEG,NEG,NEG,18,2,4.66,3.84,0,0.82,0
18/05/21,52,53,NEG,NEG,NEG,22,3,14.61,14.61,0,0,0
25/05/21,53,54,NEG,NEG,NEG,1,4,6.4,3.49,0.04,2.87,0
25/05/21,53,54,NEG,NEG,NEG,18,5,2.85,2.45,0,0.41,0
25/05/21,53,54,NEG,NEG,NEG,22,6,16.38,16.38,0,0,0
1/06/21,54,55,NEG,NEG,NEG,1,1,11.36,7.54,0,3.81,0
1/06/21,54,55,NEG,NEG,NEG,18,2,3.77,3.23,0,0.55,0
1/06/21,54,55,NEG,NEG,NEG,22,3,20.54,20.34,0,0.21,0
8/06/21,55,56,NEG,NEG,NEG,1,4,29.51,22.82,0,6.69,0
8/06/21,55,56,NEG,NEG,NEG,18,5,12.92,10.07,0,2.85,0
8/06/21,55,56,NEG,NEG,NEG,22,6,24.65,24.65,0,0,0
15/06/21,56,57,NEG,NEG,NEG,1,1,28.82,19.87,0,8.95,0
15/06/21,56,57,NEG,NEG,NEG,18,2,14.02,10.56,0,3.45,0
15/06/21,56,57,NEG,NEG,NEG,22,3,14.31,14.31,0,0,0
22/06/21,57,58,NEG,NEG,NEG,1,4,43.55,39.33,0,4.22,0
22/06/21,57,58,NEG,NEG,NEG,18,5,14.18,10.39,0,3.8,0
22/06/21,57,58,NEG,NEG,NEG,22,6,14.64,14.64,0,0,0
29/06/21,58,59,NEG,NEG,NEG,1,1,23.32,19.73,0,3.6,0
29/06/21,58,59,NEG,NEG,NEG,18,2,4.05,3.27,0,0.79,0
29/06/21,58,59,NEG,NEG,NEG,22,3,6.53,6.53,0,0,0
6/07/21,59,60,NEG,NEG,NEG,1,4,20.6,13.66,0,6.94,0
6/07/21,59,60,NEG,NEG,NEG,18,5,1.14,0.89,0.13,0.13,0
6/07/21,59,60,NEG,NEG,NEG,22,6,3.53,3.45,0.01,0.07,0
13/07/21,60,61,NEG,NEG,NEG,1,1,20.35,13.81,0,6.53,0
13/07/21,60,61,NEG,NEG,NEG,18,2,1.61,1.17,0.18,0.27,0
13/07/21,60,61,NEG,NEG,NEG,22,3,2.08,1.9,0.07,0.11,0
